LABEL analytical,local/regional cultural attribution (can vary a lot!),Absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb
SEALIP/ID/PCN/7,Metal Age,2nd-1st c. BC,Pacung,115.163879,8.054862,,Bali,Indonesia,fragment,2.1152,0.85294,38.907,15.689,18.394
SEALIP/ID/PCN/8,Metal Age,2nd-1st c. BC,Pacung,115.163879,8.054862,,Bali,Indonesia,bracelet,2.1162,0.85324,38.894,15.682,18.379
SEALIP/ID/PCN/9,Metal Age,2nd-1st c. BC,Pacung,115.163879,8.054862,,Bali,Indonesia,anklet,2.1192,0.85443,38.853,15.665,18.334
SEALIP/ID/PCN/10,Metal Age,2nd-1st c. BC,Pacung,115.163879,8.054862,,Bali,Indonesia,socketed implement,2.1142,0.8526,38.912,15.692,18.405
SEALIP/ID/PKP/1,Metal Age,mid-late 1st mill. BC,Pankung Paruk,114.544723,8.113027,,Bali,Indonesia,coiled wire,2.1144,0.85223,38.906,15.682,18.401
SEALIP/ID/PKP/2,Metal Age,mid-late 1st mill. BC,Pankung Paruk,114.544723,8.113027,,Bali,Indonesia,Han mirror,1.9237,0.76332,40.03,15.884,20.809
SEALIP/ID/PKP/3,Metal Age,mid-late 1st mill. BC,Pankung Paruk,114.544723,8.113027,,Bali,Indonesia,high tin bronze bowl,2.46265,0.84528,38.36403,15.57832,18.42981
SEALIP/ID/SBN/1,Metal Age,2nd-1st c. BC,Sembiran,115.163879,8.054862,,Bali,Indonesia,point 1,2.0963,0.84733,38.746,15.661,18.483
SEALIP/ID/SBN/2,Metal Age,2nd-1st c. BC,Sembiran,115.163879,8.054862,,Bali,Indonesia,hollow point,2.1267,0.85792,38.819,15.66,18.253
SEALIP/ID/SBN/3,Metal Age,2nd-1st c. BC,Sembiran,115.163879,8.054862,,Bali,Indonesia,ring with knobs,2.0365,0.82,38.905,15.665,19.104
SEALIP/ID/SBN/4,Metal Age,2nd-1st c. BC,Sembiran,115.163879,8.054862,,Bali,Indonesia,hollow point,2.1135,0.85191,38.937,15.695,18.423
SEALIP/KH/LV/1,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet (flatish section),2.1139,0.85391,38.892,15.71,18.398
SEALIP/KH/LV/2,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet (flatish section),2.1139,0.85393,38.892,15.711,18.398
SEALIP/KH/LV/3,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,small interrupted earring,2.1127,0.85313,38.886,15.703,18.406
SEALIP/KH/LV/4,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,small ring,2.115,0.8549,38.848,15.703,18.368
SEALIP/KH/LV/5,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,large interrupted earring,2.1168,0.85909,38.693,15.703,18.279
SEALIP/KH/LV/6,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,large interrupted earring,2.1109,0.85072,38.965,15.703,18.459
SEALIP/KH/LV/7,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet,2.1157,0.85435,38.901,15.709,18.387
SEALIP/KH/LV/8,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,large interrupted earring,2.1116,0.85556,38.761,15.705,18.356
SEALIP/KH/LV/9,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet,2.1146,0.8547,38.864,15.709,18.379
SEALIP/KH/LV/10,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet (carinated section),2.1151,0.85436,38.882,15.706,18.383
SEALIP/KH/LV/11,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet (flat section squared edge),2.1159,0.85448,38.882,15.702,18.376
SEALIP/KH/LV/12,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet (hollow semi-circular section),2.1149,0.85428,38.885,15.707,18.386
SEALIP/KH/LV/13,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,ring,2.1084,0.85831,38.651,15.735,18.332
SEALIP/KH/LV/14,Late Iron Age ,100-400 CE ,Lovea,103.42470,13.29044,cemetery,Siem Reap province,Cambodia,bracelet (carinated section),2.1153,0.85437,38.894,15.709,18.387
SEALIP/TH/KS/1,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,casting splash,2.1061,0.85318,38.919,15.766,18.479
SEALIP/TH/KS/2,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,Settlement,Chumpon Province,Thailand,drum,2.1072,0.856,38.693,15.718,18.362
SEALIP/TH/KS/3,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,bowl,2.0879,0.84922,38.438,15.634,18.41
SEALIP/TH/KS/4,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,bowl,2.0803,0.8486,38.714,15.792,18.61
SEALIP/TH/KS/5,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,Chumpon Province,Thailand,bowl,1.9997,0.80722,39.26,15.848,19.633
SEALIP/TH/NSLY/1,,,Tham Than Nam Lot Yai,,,,,Thailand,bracelet,2.101,0.85639,38.283,15.605,18.222
SEALIP/TH/NSLY/2,,,Tham Than Nam Lot Yai,,,,,Thailand,curved axe fragment,2.1007,0.8544,38.366,15.604,18.264
SEALIP/TH/NSLY/3,,,Tham Than Nam Lot Yai,,,,,Thailand,socketed curved axe with cast in decoration,2.1034,0.85368,38.694,15.705,18.396
SEALIP/TH/TS/1,,,Tham Soi,,,,,Thailand,socketed axe,2.0858,0.84369,38.508,15.576,18.462
SEALIP/MY/KGG/1,Iron Age,,Kan Gyi Gon,,,,,Thailand,copper-base wire bundle,2.0857,0.83911,38.791,15.606,18.598
SEALIP/MY/NGO/1,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0863,0.83947,38.791,15.608,18.593
SEALIP/MY/NGO/2,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0852,0.83886,38.789,15.605,18.602
SEALIP/MY/NGO/3,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0861,0.83963,38.79,15.613,18.595
SEALIP/MY/NGO/4,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.085,0.83789,38.991,15.669,18.701
SEALIP/MY/NGO/5,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0848,0.83882,38.785,15.605,18.604
SEALIP/MY/NGO/6,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0854,0.83903,38.78,15.603,18.596
SEALIP/MY/NGO/7,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0845,0.83899,38.765,15.603,18.597
SEALIP/MY/NGO/8,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0857,0.83918,38.786,15.606,18.596
SEALIP/MY/NGO/9,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0859,0.84003,38.745,15.604,18.575
SEALIP/MY/NGO/10,Early Iron Age,500 - 100 BC,Nyaung Gon, 95.059942, 22.411151,cemetery,Mandalay Division,Myanmar,wire bundle,2.0847,0.83891,38.819,15.621,18.621
SEALIP/MY/OAI1/1,Early Bronze Age,1000 - 800 BC,Oakaie 1,95.049182, 22.390086,cemetery,Sagaing Division,Myanmar,copper-base adze/axe,2.0853,0.84556,38.708,15.696,18.562
SEALIP/MY/OAI2/1,Early Bronze Age,1000 - 800 BC,Oakaie 2, 95.041954, 22.390500,settlement,Sagaing Division,Myanmar,rod,2.0939,0.85118,38.501,15.651,18.387
SEALIP/MY/OAI3/1,Early Bronze Age,1000 - 800 BC,Oakaie 3, 95.040290,22.389254,settlement/industry,Sagaing Division,Myanmar,Cu-stained ceramic,2.0627,0.83588,38.683,15.675,18.753
SEALIP/MY/OAI3/2,Early Bronze Age,1001 - 800 BC,Oakaie 3, 95.040290,22.389254,settlement/industry,Sagaing Division,Myanmar,bracelet frag,2.1074,0.85747,38.614,15.711,18.323
SEALIP/MY/OAI3/3,Early Bronze Age,1002 - 800 BC,Oakaie 3, 95.040290,22.389254,settlement/industry,Sagaing Division,Myanmar,ring frag,2.1075,0.85724,38.637,15.716,18.333
SEALIP/MY/OAI3/4,Early Bronze Age,1003 - 800 BC,Oakaie 3, 95.040290,22.389254,settlement/industry,Sagaing Division,Myanmar,bracelet frag,2.1047,0.85643,38.564,15.692,18.323
SEALIP/MY/OAI3/5,Early Bronze Age,1004 - 800 BC,Oakaie 3, 95.040290,22.389254,settlement/industry,Sagaing Division,Myanmar,bracelet frag,2.1076,0.86352,37.909,15.532,17.987
SEALIP/MY/OAI3/6,Early Bronze Age,1005 - 800 BC,Oakaie 3, 95.040290,22.389254,settlement/industry,Sagaing Division,Myanmar,ring frag,2.0837,0.84435,38.58,15.633,18.515
SEALIP/MY/OAI3/7,Early Bronze Age,1006 - 800 BC,Oakaie 3, 95.040290,22.389254,settlement/industry,Sagaing Division,Myanmar,"platy fragment, possibly small cutting tool",2.032,0.81827,39.132,15.758,19.258
SEALIP/MY/OAI/1,Early-Mid Bronze Age,1000 - 700 BC,"""Oakaie""", 95.051987, 22.403892,Yangon University Museum,Sagaing Division,Myanmar,fragment,2.0641,0.82125,39.564,15.742,19.168
SEALIP/MY/OAI/2,Early-Mid Bronze Age,1000 - 700 BC,"""Oakaie""", 95.051987, 22.403892,Yangon University Museum,Sagaing Division,Myanmar,ingot' fragment,2.1088,0.85406,38.801,15.714,18.399
SEALIP/MY/MHT/1,Bronze Age,1000 - 500 BC,Mon Htoo, 95.226852, 22.340746,villagers' collections,Sagaing Division,Myanmar,fragment,2.0958,0.84602,38.905,15.705,18.563
SEALIP/MY/MHT/2,Bronze Age,1000 - 500 BC,Mon Htoo, 95.226852, 22.340746,villagers' collections,Sagaing Division,Myanmar,platy fragment,2.0812,0.8383,38.962,15.694,18.721
SEALIP/MY/MHT/3,Bronze Age,1000 - 500 BC,Mon Htoo, 95.226852, 22.340746,villagers' collections,Sagaing Division,Myanmar,ring frag,2.1077,0.85753,38.625,15.715,18.326
SEALIP/MY/LPDT/1,Modern,,Monywa mine,,,Modern Mine,,,modern Cu ingot,2.1632,0.90711,37.006,15.518,17.108
SEALIP/MY/NYG/1,Early Bronze Age,1000 - 800 BC,Nyaung'gan, 95.059942, 22.411151,cemetery,Sagaing Division,Myanmar,arrow/spear head,2.1075,0.86408,37.826,15.509,17.949
SEALIP/MY/MOH/1,Iron Age,500 - 100 BC,Myin Oo Hle, 95.538034, 21.119677,Yangon University Museum,Mandalay Division,Myanmar,bell fragment,2.066,0.82183,39.625,15.763,19.18
SEALIP/MY/SP/1,Late Iron Age (Myanmar),AD 0 - 100,Supan,96.114377, 21.156425,U Soe Naing collection,Mandalay Division,Myanmar,hi-Sn bronze bowl fragment,2.105,0.85811,38.628,15.747,18.351
SEALIP/MY/MT/1,Iron Age,500 - 100 BC,Myinthe, 95.876616, 21.789439,U Soe Naing collection,Mandalay Division,Myanmar,spearhead fragment,2.0846,0.83886,38.774,15.603,18.601
SEALIP/MY/HTP/1,Iron Age,500 BC - AD 100,Htan Ta Pin, 95.996184, 20.591653,Mandalay museum,Mandalay Division,Myanmar,bronze bowl fragment,2.0828,0.8407,38.949,15.722,18.701
SEALIP/TH/NKH/1,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1061,0.86283,37.895,15.525,17.993
SEALIP/TH/NKH/2,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1082,0.8648,37.798,15.505,17.929
SEALIP/TH/NKH/3,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1037,0.86222,37.864,15.519,17.999
SEALIP/TH/NKH/4,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1014,0.86132,37.853,15.515,18.013
SEALIP/TH/NKH/5,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1049,0.86261,37.878,15.523,17.995
SEALIP/TH/NKH/6,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1066,0.86421,37.786,15.501,17.937
SEALIP/TH/NKH/7,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1068,0.86386,37.815,15.505,17.949
SEALIP/TH/NKH/8,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.0681,0.84648,37.97,15.541,18.36
SEALIP/TH/NKH/9,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.0708,0.84874,37.925,15.544,18.314
SEALIP/TH/NKH/11,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu ingot,2.106,0.86297,37.883,15.523,17.988
SEALIP/TH/NKH/12,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu ingot,2.0996,0.86066,37.866,15.522,18.035
SEALIP/TH/NKH/13,,300 BCE - 300 CE,Nil Kham Haeng,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu ingot,2.1056,0.8634,37.836,15.514,17.969
SEALIP/TH/NPW/1,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,1.8921,0.77854,37.999,15.635,20.083
SEALIP/TH/NPW/2,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1036,0.86266,37.846,15.52,17.991
SEALIP/TH/NPW/3,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1067,0.86385,37.832,15.513,17.958
SEALIP/TH/NPW/4,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1059,0.86354,37.814,15.506,17.956
SEALIP/TH/NPW/5,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.083,0.85409,37.869,15.527,18.18
SEALIP/TH/NPW/6,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.0949,0.85831,37.884,15.522,18.084
SEALIP/TH/NPW/7,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.095,0.85848,37.871,15.519,18.077
SEALIP/TH/NPW/8,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.092,0.85627,37.951,15.534,18.141
SEALIP/TH/NPW/9,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.105,0.86299,37.833,15.511,17.973
SEALIP/TH/NPW/10,,500-300 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,slag,2.1077,0.86406,37.825,15.506,17.946
SEALIP/TH/NPW/11,,1300-1000 BCE,Non Pa Waï,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Thailand,Cu axe,2.1064,0.86261,38.101,15.603,18.088
SEALIP/TH/PL/1,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,malachite,2.0056,0.8067,38.923,15.656,19.407
SEALIP/TH/PL/2,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,malachite,1.9534,0.7877,38.916,15.693,19.922
SEALIP/TH/PL/3,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,malachite,1.9898,0.80853,38.483,15.637,19.34
SEALIP/TH/PL/4,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,ferruginous malachite,1.8949,0.77549,38.309,15.678,20.217
SEALIP/TH/PL/5,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,malachite,2.0917,0.85557,38.186,15.619,18.256
SEALIP/TH/PL/6,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,siliceous malachite,1.9955,0.80163,38.984,15.661,19.536
SEALIP/TH/PL/7,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,ferruginous malachite,2.0834,0.84786,38.291,15.583,18.379
SEALIP/TH/PL/8,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,slag,1.9526,0.79256,38.587,15.663,19.762
SEALIP/TH/PL/9,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,Cu/Br drip,2.0826,0.83043,39.53,15.762,18.981
SEALIP/TH/PL/10,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,Br axe,2.0711,0.84066,38.46,15.611,18.57
SEALIP/TH/PL/11,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,slag,2.0338,0.82485,38.553,15.636,18.956
SEALIP/TH/PL/12,,1st mill BCE,Phu Lon,102.140552,18.204171,copper mining/smelting,Nong Khai Province,Thailand,slag,2.1083,0.85778,38.616,15.711,18.316
SEALIP/IN/TP/1,Maurya Empire,200 - 0 BC,Tilpi,88.561363,22.238035,copper mining/smelting,West Bengal,India,hi-Sn bronze,2.0965,0.86992,37.924,15.736,18.089
SEALIP/MY/MH/1,Early Iron Age,500 - 100 BC,Myo Hla,96.266894,19.403929,cemetery,Bago Division,Myanmar,vase,2.0772,0.83489,39.06,15.699,18.804
SEALIP/MY/YGG/1,Iron Age,500 BC - AD 100,Ywa Gon Gyi,96.006475,20.963181,cemetery,Mandalay Division,Myanmar,fragment,2.0907,0.85028,38.674,15.728,18.498
SEALIP/PH/SVG/1,Early Metal Age,200 BC - AD 200,Savidug. Batanes,121.887924,20.310948,Jar burial,,Philippines,casting drip,2.0926,0.84975,38.594,15.672,18.443
SEALIP/TH/KW/1,Early-Mid Iron Age,400 - 100 BC,Wat Kiri Wongkaram,99.935802,9.456126,Ko Samui (stored Chaiya Museum),Chumpon Province,Thailand,Dongson drum,2.1133,0.85277,38.95,15.717,18.431
SEALIP/TH/TC/1,Early-Mid Iron Age,400 - 100 BC,Tham Cheng, 99.214215, 10.237223,,Chumpon Province,Thailand,vessel (rim sample),2.15194,0.90581,36.81658,15.49713,17.10859
SEALIP/TH/TTT/1,Early-Mid Iron Age,400 - 100 BC,Tham Tha Thun, 98.957409, 10.348570,,Southern Sri Lanka,Thailand,bronze vessel,2.09532,0.85939,37.92037,15.55290,18.09766
SEALIP/SL/TSS/1,Kingdom of Ruhuna,AD 100 - 200,Tissamaharama,81.291421,6.279804,,Southern Sri Lanka,Sri Lanka,copper-base vessel,2.04383,0.82638,38.91824,15.73577,19.04183
SEALIP/SL/TSS/2,Kingdom of Ruhuna,AD 100 - 200,Tissamaharama,81.291421,6.279804,,Southern Sri Lanka,Sri Lanka,copper-base vessel,2.08909,0.85931,37.98415,15.62409,18.18213
SEALIP/SL/TSS/3,Kingdom of Ruhuna,AD 0 - 200,Tissamaharama,81.291421,6.279804,,Southern Sri Lanka,Sri Lanka,copper-base vessel,2.08023,0.84791,38.19095,15.56668,18.35896
SEALIP/SL/TSS/4,Kingdom of Ruhuna,AD 200 - 300,Tissamaharama,81.291421,6.279804,,Southern Sri Lanka,Sri Lanka,copper-base vessel,2.08239,0.85208,38.21229,15.63582,18.35020
SEALIP/SL/TSS/5,Kingdom of Ruhuna,AD 0 - 100,Tissamaharama,81.291421,6.279804,,Southern Sri Lanka,Sri Lanka,copper-base vessel,2.11821,0.88597,37.23322,15.57333,17.57769
SEALIP/IN/MAH/1,,,Mahurjhari,79.947250,22.053381,,Madhya Pradesh,India,copper-base vessel,2.1406,0.9239,36.6395,15.8148,17.1167
SEALIP/IN/MAH/2,,,Mahurjhari,79.947250,22.053381,,Madhya Pradesh,India,copper-base vessel,2.0617,0.8172,39.8723,15.8049,19.3393
SEALIP/IN/MAH/3,,,Mahurjhari,79.947250,22.053381,,Madhya Pradesh,India,copper-base vessel,2.0904,0.8499,38.6486,15.7124,18.4882
SEALIP/IN/MAH/4,,,Mahurjhari,79.947250,22.053381,,Madhya Pradesh,India,copper-base vessel,1.7591,0.6976,42.7670,16.9605,24.3115
SEALIP/IN/MAH/5,,,Mahurjhari,79.947250,22.053381,,Madhya Pradesh,India,copper-base vessel,2.2021,0.9443,36.2271,15.5343,16.4512
SEALIP/IN/MAH/6,mid-late 1st mill. BC,,Mahurjhari,79.947250,22.053381,,Madhya Pradesh,India,copper-base vessel,2.1068,0.8914,37.1091,15.7019,17.6140
SEALIP/VN/GM/1,Gò Mun,8e - 6e century BCE,Gò Mun,105.359256,21.339197,,Phu Tho Province,Vietnam,socketed axe,2.08899,0.84126,38.794,15.624,18.571
SEALIP/VN/GM/2,Gò Mun,8e - 6e century BCE,Gò Mun,105.359256,21.339197,,Phu Tho Province,Vietnam,spearhead,2.09383,0.84404,39.041,15.737,18.646
SEALIP/VN/GM/3,Gò Mun,8e - 6e century BCE,Gò Mun,105.359256,21.339197,,Phu Tho Province,Vietnam,spearpoint,2.10228989370514,0.852011590029807,38.8581515728342,15.752399239692,18.4853882173954
SEALIP/VN/GM/4,Gò Mun,9e - 6e century BCE,Gò Mun,105.359256,21.339197,,Phu Tho Province,Vietnam,socketed axe,2.0986081971079,0.848146175171584,38.9132479809059,15.7275806282418,18.5425109137328
SEALIP/VN/TD/1,Đồng Dầu,1st 1/2 2nd mil- end of 2nd mil. ,Thành Dên,105.889906, 20.286842,,Vinh Phuc Province,Vietnam,awl? Ingot?,2.08304,0.8394,38.784,15.629,18.618
SEALIP/VN/TD/2,Đồng Dầu,1st 1/2 2nd mil- end of 2nd mil. ,Thành Dên,105.889906, 20.286842,,Vinh Phuc Province,Vietnam,awl? Rod?,2.08545964478779,0.840204581499691,38.8794213393298,15.6564217156372,18.6431637208219
SEALIP/VN/TD/3,Đồng Dầu,1st 1/2 2nd mil- end of 2nd mil. ,Thành Dên,105.889906, 20.286842,,Vinh Phuc Province,Vietnam,knife,2.09515116964911,0.844030963617585,39.0197737747289,15.7172749789103,18.6239142115635
SEALIP/VN/TD/4,Đồng Dầu,1st 1/2 2nd mil- end of 2nd mil. ,Thành Dên,105.889906, 20.286842,,Vinh Phuc Province,Vietnam,floral decoration?,2.08276423008811,0.836558527962415,38.950360793527,15.6399821086008,18.7010022743629
SEALIP/VN/TD/5,Đồng Dầu,1st 1/2 2nd mil- end of 2nd mil. ,Thành Dên,105.889906, 20.286842,,Vinh Phuc Province,Vietnam,awl? Ingot?,2.0880558406063,0.840107085871164,38.8186964957789,15.6155434719303,18.5916061938718
SEALIP/VN/TD/6,Đồng Dầu,1st 1/2 2nd mil- end of 2nd mil. ,Thành Dên,105.889906, 20.286842,,Vinh Phuc Province,Vietnam,awl? Ingot?,2.09726404677353,0.847090996495857,38.9133554007018,15.7187500066183,18.5542947642071
SEALIP/VN/XL/1,Đông Sơn,500 - 100 BC,Xuân Lâp,105.529853, 19.976544,probably cemetery,Than Hoa Province,Vietnam,vessel handle,2.09896464835373,0.847733833543365,38.9673509661789,15.7405861417173,18.5647889789152
SEALIP/VN/XL/2,Đông Sơn,500 - 100 BC,Xuân Lâp,105.529853, 19.976544,probably cemetery,Than Hoa Province,Vietnam,socketed axe,2.09652142206323,0.846026045798863,38.9963096942434,15.7384066310512,18.600866030451
SEALIP/VN/XL/3,Đông Sơn,500 - 100 BC,Xuân Lâp,105.529853, 19.976544,probably cemetery,Than Hoa Province,Vietnam,socketed with wood,2.09587766721061,0.846152197557507,38.9956170070737,15.7455565868406,18.6062486793257
SEALIP/VN/XL/4,Đông Sơn,500 - 100 BC,Xuân Lâp,105.529853, 19.976544,probably cemetery,Than Hoa Province,Vietnam,thap fragment,2.11335711752343,0.851338135477366,38.9698834785192,15.7007505307912,18.4405849313079
SEALIP/VN/DTR/1,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,scraper frags,2.08103314304391,0.838962430409538,38.8237563201255,15.6464374897154,18.6558978132241
SEALIP/VN/DTR/2,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,knife,2.09256677021352,0.840609635824906,39.1803977054587,15.7379053362352,18.7242256375688
SEALIP/VN/DTR/3,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,drill,2.08980309883081,0.841003170465286,38.8566165252903,15.6340559825223,18.5936859423542
SEALIP/VN/DTR/4,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,fish hook,2.08984983216664,0.840298657498003,38.8322278806187,15.6161146552398,18.581482044351
SEALIP/VN/DTR/5,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,needle,2.09273769213558,0.838049476895585,39.3865300016894,15.7763357413306,18.8212576302086
SEALIP/VN/DTR/6,Đồng Dầu,9e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,arrowhead,2.09047732700213,0.842791345929752,38.9049054708804,15.6757907388467,18.6104493266196
SEALIP/VN/DTR/7,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,fish hook,2.09314408202171,0.838120985333997,39.3875480304051,15.7756012366608,18.8183667068291
SEALIP/VN/DTR/8,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,pediform axe fragment,2.09677767393634,0.845627783173198,39.0147973666817,15.7393663400744,18.6076383988582
