LABEL analytical,Absolute period,Large period,Site,Site abreviation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb,Corrosion products,Alloy
SEALIP/LA/PBL/30,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Axe,"2,107108301","0,8566123678","38,69860779","15,73024948","18,36460338",Medium,Bronze
SEALIP/LA/PBL/31,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Spearhead,"2,105243635","0,8546088266","38,73761184","15,72329392","18,39908031",Medium,Bronze
SEALIP/LA/PBL/32,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106849785","0,8562599601","38,72929969","15,73510286","18,3819026",Low,Copper
SEALIP/LA/PBL/33,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106113063","0,8552207301","38,76100577","15,73869479","18,40404268",Medium,Copper
SEALIP/LA/PBL/34,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106086733","0,8560050482","38,71376017","15,7326967","18,38165754",Low,Copper
SEALIP/LA/PBL/35,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106966114","0,8559904527","38,74150136","15,73837459","18,38802569",High,Copper
SEALIP/LA/PBL/36,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106030259","0,8553918452","38,75107273","15,73967555","18,39947045",Meidum,Copper
SEALIP/LA/PBL/37,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106051549","0,8552530529","38,75012861","15,73839459","18,40305499",High,Copper
SEALIP/LA/PBL/38,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Axe,"2,103460078","0,8542527621","38,74226296","15,73080278","18,41705394",Medium,Bronze
SEALIP/LA/PBL/39,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106853354","0,8556066181","38,75659217","15,74256692","18,39500752",High,Copper
SEALIP/LA/PBL/40,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,106593592","0,8557877142","38,73982059","15,7404608","18,39390193",Medium,Copper
SEALIP/LA/PBL/41,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Fragment,"2,103896496","0,8519294743","38,87649639","15,74304626","18,47802871",Medium,Bronze
SEALIP/LA/PBL/42,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,109669187","0,8573716318","38,67587448","15,71669469","18,33299326",Low,Copper
SEALIP/LA/PBL/43,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Fragment,"2,102888293","0,8519598188","38,87346173","15,7489821","18,48435919",Low,Bronze
SEALIP/LA/PBL/44,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Axe,"2,104111878","0,8543935091","38,69574763","15,71007517","18,39063921",Medium,Bronze
SEALIP/LA/PBL/45,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Axe,"2,097132793","0,8486446134","38,92322366","15,75086038","18,56123772",Low,Bronze
SEALIP/LA/PBL/46,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Knife,"2,101968407","0,8513031409","38,8764819","15,74704276","18,4980503",High,Bronze
SEALIP/LA/PBL/47,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,087337715","0,8466714264","38,8142475","15,75186059","18,59691062",Low,Copper
SEALIP/LA/TNN/1,400 - 100 BC,Iron Age,Thong Na Nguak,TNN,106.000893,16.971067,,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1089","0,85676","38,688","15,717","18,345",Slag,
SEALIP/LA/TNN/2,400 - 100 BC,Iron Age,Thong Na Nguak,TNN,106.000893,16.971067,,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1097","0,8582","38,589","15,697","18,291",Slag,
SEALIP/LA/TNN/3,400 - 100 BC,Iron Age,Thong Na Nguak,TNN,106.000893,16.971067,,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,1077","0,85714","38,636","15,712","18,331",Low,Copper
SEALIP/LA/TNN/4,400 - 100 BC,Iron Age,Thong Na Nguak,TNN,106.000893,16.971067,,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,110130343","0,8575801462","38,68768786","15,72246832","18,33587422",Low,Copper
SEALIP/LA/VC/1,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ge,"2,09694","0,84749","38,918","15,728","18,56",Medium,Bronze
SEALIP/LA/VC/2,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ge,"2,098468776","0,8505345856","38,76253923","15,72042056","18,47443777",Medium,Bronze
SEALIP/LA/VC/3,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ge,"2,105053898","0,853590738","38,79200756","15,7361606","18,43016152",Medium,Bronze
SEALIP/LA/VC/4,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,10814","0,85769","38,626","15,715","18,323",Medium,Copper
SEALIP/LA/VC/5,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,107433568","0,857349269","38,60967668","15,7059855","18,32080975",Medium,Copper
SEALIP/LA/VC/6,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,10736079","0,8572595207","38,62503716","15,71085396","18,32860584",Medium,Copper
SEALIP/LA/VC/7,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,108136689","0,85787508","38,61045325","15,70856555","18,31484885",Medium,Copper
SEALIP/LA/VC/8,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Ingot,"2,107872045","0,8574023832","38,66498802","15,72750103","18,34296304",Medium,Copper
SEALIP/LA/VC/9,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Bell,"2,118618141","0,8539244191","38,92948992","15,69135146","18,37345866",Medium,Leaded bronze
SEALIP/LA/VC/10,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Bell,"2,113569109","0,851748453","38,95821758","15,70056903","18,43206915",Medium,Leaded bronze
SEALIP/LA/VC/11,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Bell,"2,119590459","0,8544562934","38,91673788","15,68621134","18,36149749",Medium,Leaded bronze
SEALIP/LA/VC/12,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Drum,"2,101368359","0,8491944415","38,93557679","15,73234999","18,52916499",Low,Leaded bronze
SEALIP/LA/VC/13,400 BC - AD 300,Iron Age,Vilabouly Complex,VC,105.949639,16.972217,villagers' collections,Savannakhet Province,Mekong river basin,Laos,Drum,"2,094186094","0,8443264671","39,03323111","15,736037","18,63732882",High,?
SEALIP/LA/PBL/1,400 - 100 BC,Iron Age,Puen Baolo,PBL,105.925631,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1039","0,85626","38,569","15,697","18,332",Slag,
SEALIP/LA/PBL/2,401 - 100 BC,Iron Age,Puen Baolo,PBL,105.925632,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1102","0,85857","38,688","15,741","18,334",Slag,
SEALIP/LA/PBL/3,402 - 100 BC,Iron Age,Puen Baolo,PBL,105.925633,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1024","0,85412","38,695","15,72","18,405",Slag,
SEALIP/LA/PBL/4,403 - 100 BC,Iron Age,Puen Baolo,PBL,105.925634,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1048","0,85572","38,671","15,722","18,373",Slag,
SEALIP/LA/PBL/5,404 - 100 BC,Iron Age,Puen Baolo,PBL,105.925635,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1067","0,85669","38,654","15,719","18,348",Slag,
SEALIP/LA/PBL/6,405 - 100 BC,Iron Age,Puen Baolo,PBL,105.925636,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Slag,"2,1095","0,8583","38,678","15,737","18,335",Slag,
SEALIP/LA/PBL/7,406 - 100 BC,Iron Age,Puen Baolo,PBL,105.925637,16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Mekong river basin,Laos,Slag,"2,105","0,85584","38,679","15,726","18,375",Slag,
SEALIP/MY/KGG/1,,Iron Age,Kan Gyi Gon,KGG,95.434701,20.569669,,,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0857","0,83911","38,791","15,606","18,598",Low,Copper
SEALIP/MY/NGO/1,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0863","0,83947","38,791","15,608","18,593",Low,Copper
SEALIP/MY/NGO/2,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0852","0,83886","38,789","15,605","18,602",Low,Copper
SEALIP/MY/NGO/3,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0861","0,83963","38,79","15,613","18,595",Low,Copper
SEALIP/MY/NGO/4,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,085","0,83789","38,991","15,669","18,701",Low,Copper
SEALIP/MY/NGO/5,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0848","0,83882","38,785","15,605","18,604",Low,Copper
SEALIP/MY/NGO/6,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0854","0,83903","38,78","15,603","18,596",Low,Copper
SEALIP/MY/NGO/7,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0845","0,83899","38,765","15,603","18,597",Low,Copper
SEALIP/MY/NGO/8,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0857","0,83918","38,786","15,606","18,596",Low,Copper
SEALIP/MY/NGO/9,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0859","0,84003","38,745","15,604","18,575",Low,Copper
SEALIP/MY/NGO/10,500 - 100 BC,Iron Age,Nyaung Gon,NGO,95.059942,22.411151,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0847","0,83891","38,819","15,621","18,621",Low,Copper
SEALIP/MY/OAI1/1,1000 - 800 BC,Bronze Age,Oakaie 1,OIA1,95.049182,22.390086,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Adze,"2,0853","0,84556","38,708","15,696","18,562",,Bronze
SEALIP/MY/OAI2/1,1000 - 800 BC,Bronze Age,Oakaie 2,OAI2,95.041954,22.390500,settlement,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Rod,"2,0939","0,85118","38,501","15,651","18,387",Low,Bronze
SEALIP/MY/OAI3/1,1000 - 800 BC,Bronze Age,Oakaie 3,OIA3,95.040290,22.389254,settlement/industry,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ceramic,"2,0627","0,83588","38,683","15,675","18,753",,
SEALIP/MY/OAI3/2,1001 - 800 BC,Bronze Age,Oakaie 3,OIA3,95.040290,22.389254,settlement/industry,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bangle,"2,1074","0,85747","38,614","15,711","18,323",High,Bronze
SEALIP/MY/OAI3/3,1002 - 800 BC,Bronze Age,Oakaie 3,OIA3,95.040290,22.389254,settlement/industry,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ring,"2,1075","0,85724","38,637","15,716","18,333",High,Bronze
SEALIP/MY/OAI3/4,1003 - 800 BC,Bronze Age,Oakaie 3,OIA3,95.040290,22.389254,settlement/industry,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bangle,"2,1047","0,85643","38,564","15,692","18,323",High,Bronze
SEALIP/MY/OAI3/5,1004 - 800 BC,Bronze Age,Oakaie 3,OIA3,95.040290,22.389254,settlement/industry,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bangle,"2,1076","0,86352","37,909","15,532","17,987",Low,Copper
SEALIP/MY/OAI3/6,1005 - 800 BC,Bronze Age,Oakaie 3,OIA3,95.040290,22.389254,settlement/industry,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ring,"2,0837","0,84435","38,58","15,633","18,515",Low,Bronze
SEALIP/MY/OAI3/7,1006 - 800 BC,Bronze Age,Oakaie 3,OIA3,95.040290,22.389254,settlement/industry,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Tool,"2,032","0,81827","39,132","15,758","19,258",High,Bronze
SEALIP/MY/OAI/1,1000 - 700 BC,Bronze Age,"""Oakaie""",OAI,95.051987,22.403892,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Fragment,"2,0641","0,82125","39,564","15,742","19,168",Low,Bronze
SEALIP/MY/OAI/2,1000 - 700 BC,Bronze Age,"""Oakaie""",OAI,95.051987,22.403892,Yangon University Museum,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ingot,"2,1088","0,85406","38,801","15,714","18,399",Medium,Bronze
SEALIP/MY/MHT/1,1000 - 500 BC,Bronze Age,Mon Htoo,MHT,95.226852,22.340746,villagers' collections,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Fragment,"2,0958","0,84602","38,905","15,705","18,563",Low,Bronze
SEALIP/MY/MHT/2,1000 - 500 BC,Bronze Age,Mon Htoo,MHT,95.226852,22.340746,villagers' collections,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Fragment,"2,0812","0,8383","38,962","15,694","18,721",Low,Bronze
SEALIP/MY/MHT/3,1000 - 500 BC,Bronze Age,Mon Htoo,MHT,95.226852,22.340746,villagers' collections,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ring,"2,1077","0,85753","38,625","15,715","18,326",,Bronze
SEALIP/MY/LPDT/1,,Modern,Monywa mine,LPDT,95.095476,22.082531,,,Irrawady/Chindwin river basin ,Myanmar,Ingot,"2,1632","0,90711","37,006","15,518","17,108",Low,Copper
SEALIP/MY/NYG/1,1000 - 800 BC,Bronze Age,Nyaung'gan,NYG,95.059942,22.411151,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Arrowhead,"2,1075","0,86408","37,826","15,509","17,949",Medium,Leaded copper
SEALIP/MY/MOH/1,500 - 100 BC,Iron Age,Myin Oo Hle,MOH,95.538034,21.119677,Yangon University Museum,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Bell,"2,066","0,82183","39,625","15,763","19,18",,Bronze
SEALIP/MY/SP/1,AD 0 - 100,Iron Age,Supan,SP,96.114377,21.156425,U Soe Naing collection,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Bowl,"2,105","0,85811","38,628","15,747","18,351",,Bronze
SEALIP/MY/MT/1,500 - 100 BC,Iron Age,Myinthe,MT,95.876616,21.789439,U Soe Naing collection,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Spearhead,"2,0846","0,83886","38,774","15,603","18,601",Medium,Copper
SEALIP/MY/HTP/1,500 BC - AD 100,Iron Age,Htan Ta Pin,HTTP,95.996184,20.591653,Mandalay museum,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Bowl,"2,0828","0,8407","38,949","15,722","18,701",Low,Bronze
SEALIP/MY/MH/1,500 - 100 BC,Iron Age,Myo Hla,MH,96.266894,19.403929,cemetery,Bago Division,Irrawady/Chindwin river basin ,Myanmar,Vessel,"2,0772","0,83489","39,06","15,699","18,804",Low,Bronze
SEALIP/MY/YGG/1,500 BC - AD 100,Iron Age,Ywa Gon Gyi,YGG,96.006475,20.963181,cemetery,Mandalay Division,Irrawady/Chindwin river basin ,Myanmar,Fragment,"2,0907","0,85028","38,674","15,728","18,498",High,Copper
SEALIP/MY/HL29-1/1,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bangle,"2,108128868","0,8573954384","38,64480403","15,71824154","18,33083079",Medium,Bronze
SEALIP/MY/HL29-1/2,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bangle,"2,108803729","0,8577381977","38,65925369","15,72491416","18,33207318",Medium,Bronze
SEALIP/MY/HL29-1/3,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bangle,"2,108290879","0,8573944555","38,67141702","15,72715171","18,34259554",Medium,Bronze
SEALIP/MY/HL29-1/4,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bangle,"2,108589871","0,8578595731","38,64389986","15,72044155","18,32615408",Medium,Bronze
SEALIP/MY/HL29-1/5,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Axe,"2,092359084","0,8478684075","38,64528333","15,65998592","18,4692036",High,Bronze
SEALIP/MY/HL29-1/6,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ring,"2,054418533","0,8277701354","39,08518257","15,74796742","19,0238366",Low,Bronze
SEALIP/MY/HL29-1/7,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ring,"2,104247478","0,8549709701","38,66955411","15,71196744","18,3761884",Medium,Bronze
SEALIP/MY/HL29-1/8,800-700 BC,Bronze Age,Halin,HL29-1,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ring,"2,107982569","0,8591749308","38,77138689","15,79371324","18,39283238",Low,Copper
SEALIP/MY/HL28/1,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,088869373","0,8414818696","38,64280474","15,56912334","18,50084176",Medium,Copper
SEALIP/MY/HL28/2,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0962","0,84724","38,634","15,616","18,43",Low,Copper
SEALIP/MY/HL28/3,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,08788","0,83994","38,811","15,614","18,589",Low,Copper
SEALIP/MY/HL28/4,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,087859386","0,8398795412","38,82586446","15,61794547","18,5955598",Low,Copper
SEALIP/MY/HL28/5,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,087757017","0,8400489372","38,809338","15,6162542","18,58926305",Low,Copper
SEALIP/MY/HL28/6,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,088180405","0,8404761408","38,79869812","15,61825971","18,58002601",Low,Copper
SEALIP/MY/HL28/7,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,086644459","0,8390560939","38,82853645","15,61606806","18,6079122",Low,Copper
SEALIP/MY/HL28/8,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,0877","0,83977","38,825","15,618","18,597",Low,Copper
SEALIP/MY/HL28/9,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,086800565","0,8389041141","38,8391463","15,61703779","18,61138472",Low,Copper
SEALIP/MY/HL28/10,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Casting spillage,"2,10702862","0,8586077878","38,54209662","15,70257783","18,29214352",High,Bronze
SEALIP/MY/HL28/11,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Wire bundle,"2,087653694","0,8400378073","38,81428528","15,61788373","18,59256792",Low,Copper
SEALIP/MY/HL28/12,500 - 100 BC,Iron Age,Halin,HL28,95.799608,22.455975,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Bell,"2,061992011","0,8362265945","38,53157577","15,62728184","18,68657509",Medium,Bronze
SEALIP/MY/HL29/2,800-700 BC,Bronze Age,Halin,HL29,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Spearhead,"2,088170252","0,8408348518","38,78343252","15,61862029","18,57272144",Low,Copper
SEALIP/MY/HL29/3,800-700 BC,Bronze Age,Halin,HL29,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Spearhead,"2,087774678","0,8406343218","38,77625143","15,61576412","18,57256137",Low,Copper
SEALIP/MY/HL29/4,800-700 BC,Bronze Age,Halin,HL29,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Axe,"2,042264468","0,8216558217","39,19564362","15,77084528","19,19215742",High,Bronze
SEALIP/MY/HL29/5,800-700 BC,Bronze Age,Halin,HL29,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Axe,"2,084162426","0,8388307786","39,00985824","15,70379058","18,71754525",High,?
SEALIP/MY/HL29/6,800-700 BC,Bronze Age,Halin,HL29,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Axe,"2,090424901","0,8494617988","38,46032314","15,61998241","18,39850977",High,Bronze
SEALIP/MY/HL29/7,800-700 BC,Bronze Age,Halin,HL29,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Spearhead,"2,058525666","0,8331581224","38,78624586","15,68943224","18,84194582",High,Bronze
SEALIP/MY/HL29/8,800-700 BC,Bronze Age,Halin,HL29,95.806511,22.457735,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Spearhead,"2,106122437","0,8609775147","38,03721818","15,54086813","18,0604858",High,Bronze
SEALIP/MY/HL30-1/1,800-700 BC,Bronze Age,Halin,HL30-1,95.805538,22.455223,cemetery,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Ring,"2,110148671","0,8583588629","38,66515785","15,71932732","18,3236093",High,Bronze
SEALIP/MY/HLTP1/1,AD 1000-1200,Historic,Halin,HLTP1,95.801888,22.444580,settlement,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Fragment,"2,088665908","0,8473442863","38,84006863","15,74813919","18,59581854",High,Bronze
SEALIP/MY/HLTP1/2,AD 1000-1200,Historic,Halin,HLTP1,95.801888,22.444580,settlement,Sagaing Division,Irrawady/Chindwin river basin ,Myanmar,Fragment,"2,102850144","0,8578028203","38,60195566","15,73790006","18,35715055",Low,Copper
SEALIP/MY/MLW/1,300 - 100 BC,Iron Age,Maliwan,MLW,98.623468,10.324234,,Thanintharyi Division,Maritime,Myanmar,,"2,115645114","0,852458772","38,98082708","15,70514683","18,42507559",Low,Leaded bronze
SEALIP/MY/MLW/2,300 - 100 BC,Iron Age,Maliwan,MLW,98.623468,10.324234,,Thanintharyi Division,Maritime,Myanmar,,"2,163510502","0,8759122781","38,47163919","15,57581694","17,78355781",Medium,Leaded bronze
SEALIP/MY/MLW/3,300 - 100 BC,Iron Age,Maliwan,MLW,98.623468,10.324234,,Thanintharyi Division,Maritime,Myanmar,,"2,106171847","0,859082791","38,65334737","15,76982232","18,35696669",Medium,Copper
SEALIP/MY/PDHT/1,,,Pala Dauk Hter Taung (Copper Footprint Mountain),PDHT,,,,,,Myanmar,Ore,"2,092069766","0,8475449891","38,52151169","15,60538681","18,41366246",Ore,
SEALIP/MY/PDHT/2,,,Pala Dauk Hter Taung (Copper Footprint Mountain),PDHT,,,,,,Myanmar,Ore,"2,087851239","0,8505648985","38,32561325","15,61512551","18,35592717",Ore,
